personNameShipper;phoneShipper;companyNameShipper;emailShipper;vatNumberShipper;cityShipper;stateOrProvinceCodeShipper;postalCodeShipper;countryCodeShipper;addressLine1Shipper;addressLine2Shipper;taxIdShipper;ieShipper
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
